Label,Statements
Strong facts,"That said, frequent disruptions in care and high staff turnover and poor-quality interactions in early childhood program settings can undermine childrenâ€™s ability to establish secure expectations about whether and how their needs will be met."
Strong facts,This special relationship may be established during feeding from the very first days. 
Strong facts,young babies will likely form relationships with their parents long before they form community relationships.
Strong facts,"The capacity to adapt and thrive despite adversity develops through the interaction of supportive relationships, biological systems, and gene expression. Despite the widespread yet erroneous belief that people need only draw upon some heroic strength of character, science now tells us that it is the reliable presence of at least one supportive relationship and multiple opportunities for developing effective coping skills that are the essential building blocks for strengthening the capacity to do well in the face of significant adversity. "
Strong facts,Play is a great relationship builder. Playing with your child sends a simple message â€“ youâ€™re important to me. This message helps children learn about who they are and where they fit in the world.
Strong facts,Family is almost certainly the most important factor in child development. 
Strong facts,"In early childhood especially, parents are the ones who spend the most time with their children and we (sometimes unwittingly) influence the way they act and think and behave. "
Strong facts,"A childâ€™s social, emotional, and even physical development are very dependent on the opportunities he or she has, and a strong familial bond can make all the difference."
Strong facts,Children are curious by birth and are always trying to observe and understand how their actions change or affect people around them
Strong facts,"They want to find out how they can change and affect people and things around them, even from the first months of age."
Strong facts,Children learn more when they initiate an activity and are actively engaged in it.
Strong facts,Physical activity is another important element that aids optimal development
Strong facts,"Physical activity is important as it helps children develop their motor skills, gives them an opportunity to explore, and helps them think and solve problems. "
Strong facts,Physical activity also keeps them healthy and develops important muscles.
Strong facts,"To aid development, parents should provide their children plenty of opportunities to be physically active, both inside and outside."
Strong facts,"Donâ€™t get hung up on the warning. Always supervise closely but also  use your judgment. If your kid is still eating the play doh, give it a miss until heâ€™s ready. Or try art materials that are edible. But donâ€™t forgo the activities."
Strong facts,Choking hazard signs arenâ€™t related to whether the toy or activity is developmentally appropriate. Choking hazard warning signs are something a company has to put on their product for legal reasons. It does not mean this toy is never to be touched by kids under the age of 3. It does mean use with supervision. Just donâ€™t mistake a choking hazard warning sign to mean that this type of play or art activity is not developmentally appropriate for kids under 3.
Strong facts,Being physically active is vital to your childâ€™s health. 
Strong facts,"Physical activity gets your child moving, develops motor skills, helps your child think and gives your child an opportunity to explore their world. "
Strong facts,"your child needs plenty of opportunities for active play, both inside and outside."
Strong facts,They Have A Lot Of Energy
Strong facts,"You might find yourself wondering how much energy your toddler has, but you probably arenâ€™t even close. An average toddler expends the same amount of energy as an adult, if the said adult ran 30 miles!"
Strong facts,They Start With Being Ambidextrous
Strong facts,Kids start with using both hands equally and just as proficiently
Strong facts,Play is an essential part of human growth and development
Strong facts,Play gives children many opportunities to think and solve problems. 
Strong facts,"Children can learn by playing with pots and pans, cups and spoons, and other clean and safe household items. "
Strong facts,"They learn by banging, dropping, and putting things in and taking things out of containers. "
Strong facts,"Children learn by stacking things up and watching things fall, and testing the sounds of different objects by hitting them together. "
Strong facts,Play is like childrenâ€™s â€œworkâ€.
Strong facts,Play-based learning activities increases a childâ€™s attention span
Strong facts,Playing with a baby is far more valuable than even the most expensive system of videos.
Strong facts,play is one of the most critical ways that children develop in their early years.
Strong facts,"Play is much more than simply having fun â€” it is an important mechanism for helping children explore, experiment, interact and solve problems.  "
Strong facts,"Play is fun for your child. It also gives your child opportunities to explore, observe, experiment and solve problems. "
Strong facts,"The definition of play can encompass anything from talking to children about their surroundings, to physically interacting with toys, play equipment and much more. "
Strong facts,"To foster the best development through play, parents should strike a balance between supporting and encouraging their children to play, and interacting in play themselves. "
Strong facts,"They should also talk, listen and interact with their children about what they are playing and how to play."
Strong facts,Your child will need your support and encouragement to do this. But itâ€™s important to aim for a balance between supporting your child and letting your child try things on their own and sometimes make mistakes. Finding out for themselves about how the world works is a big part of your childâ€™s learning.
Strong facts,Young children learn best through play and exploration.
Strong facts,Play: how child development and learning happen
Strong facts,"In the early years, play is childrenâ€™s main way of learning and developing."
Strong facts,Play is our brainâ€™s favorite way of learningâ€
Strong facts,play is often talked about as if it were a relief from serious learning. 
Strong facts,"But for children, play is serious learning. "
Strong facts,Play is really the work of childhood.
Strong facts,"In their early years, pretend play helps children to regulate their own cognitive behaviour, and gain a deeper understanding of the mind."
Strong facts,Children can pretend who they want to be by make-believe play
Strong facts,Pretend play and the imagination are important for cognitive development.
Strong facts,"In the early years of education, pretend play helps children to reflect upon and regulate their own cognitive behavior, and to reflect upon and gain a deeper understanding of the mind. "
Strong facts,Pretending is more effective when carried out with other children and when scaffolded by adults.
Strong facts,pretend play can facilitate perspective taking and abstract thought as well as social and linguistic competence. 
Strong facts,"It helps children learn to socialize and solve problems, and it connects children to their imagination, environment and other people. "
Strong facts,Play actually changes the brain by forming connections between nerve cells.
Strong facts,"Play in all its rich variety is one of the highest achievements of the human species, alongside language, culture and technologyâ€ and that these other achievements would not be possible without play."
Strong facts,A child seeks opportunities to think and solve problems while playing.
Strong facts,"Whether is playing with pots and pans, cups and spoons, robots, blocks, or remotes, his brain is constantly learning from banging, dropping, and putting things back together. From stacking things up to clinking them together to hear the sound, itâ€™s how the child starts defining the world around him."
Strong facts,Pretend play is an important part of a childâ€™s cognitive development
Strong facts,"Pretend play or imaginative play is when child plays pretend as if something or someone was real. Examples might be tea parties with stuffed animals, running a toy bakery, etc. "
Strong facts,"By playing pretend, children are able to gain a deeper understanding of the mind by reflecting and regulating their own behaviors. "
Strong facts,"This is even more effective when pretending is carried out with other children or adults. Set up those playdates, and donâ€™t be afraid to play pretend with a child!"
Strong facts,Playtime is a very powerful and necessary learning tool for youngsters. 
Strong facts,"Playing is critical to a child making social connections, expanding and using their imagination, and developing language and motor skills. Time to make some play dates and break out the toys, future innovation depends on it."
Strong facts,Children who spend more time playing outside have a reduced risk of becoming myopic.
Strong facts,"Meaningful play experiences help your child build background knowledge, imagination, and rational thought that enables academic skill development. "
Strong facts,play is the primary way your child uses language and math concepts.
Strong facts,Babies love to play and itâ€™s a great way to bond! Even a simple game of peekaboo can leave your baby giggling and smiling.
Strong facts,Schools are where children gain a lot of their social skills. 
Strong facts,"Through play, children learn critical skills including how to think for themselves, move, interact respectfully with others and communicate."
Strong facts,Playing is the most effective way for children to learn life skills and find out what they like.
Strong facts,"Lots of time spent playing, talking, listening and interacting with you helps your child learn key life skills. These skills include communicating, thinking, solving problems, moving and being with other people and children."
Strong facts,"Gross Motor Skill Development. Alongside fine motor skill development, gross motor skill development in childrenâ€™s early years help them perform everyday tasks. "
Strong facts,Gross motor skills refer to the larger muscles in the body and a childâ€™s ability to control them. 
Strong facts,"Early gross motor skill development may include a young baby learning to sit up, and an older baby learning to crawl. Later, older children learn more complex movements, such as the ability to skip and jump."
Strong facts,"Fine Motor Skill Development. As children develop gross motor skills, they then begin to improve fine motor control. "
Strong facts,"For example, they begin to use their whole hands to pick up objects, then move to finger control to perform tasks such as turning pages of a book."
Strong facts,"Throughout the first eight years of life, children develop many fine motor skills. These often begin with the ability to pick up toys and are usually followed by the ability to hold cutlery, and then the ability to use pencils to draw."
Strong facts,the focus shouldnâ€™t be on learning a list. Child development happens from the bottom up â€“ meaning basic skills using the bottom brain first before top brain â€œacademicâ€skills. 
Strong facts,"By the time a child is 3 they should have been exposed to a bunch of art materials- paint, play dough, plasteline, crayons, markers, stickers. Using these materials develops their creativity, attention span, body awareness, sensory systems and fine motor skills. All crucial skills"
Strong facts,"In addition to learning academic skills, early childhood programs focus heavily on practicing social, emotional, and physical skills that support childrenâ€™s success in and out of the classroom."
Strong facts,"Just like for all other areas of childhood development, children will go through the same stages for the development of gross motor skills. However, they may not go from one stage to the next at the same pace. You may notice that some children move very quickly from one stage to the next one whereas others may linger at one stage much longer before moving on."
Strong facts,"Gross motor skills and fine motor skills are two very different areas of development. They are often confused. In fact, they are interconnected. Gross motor skills involve balance, coordination, laterality, and muscle tone. Fine motor skills, on the other hand, refer to the execution of smaller, more precise movements."
Strong facts,"Mastering gross motor skills can have a positive impact on childrenâ€™s ability to do things autonomously. As children become successful at moving around independently, they will be able to do more and more things for themselves."
Strong facts,"Motor skills are physical abilities or capacities. Gross motor skills, which include running, jumping, hopping, turning, skipping, throwing, balancing, and dancing, involve the use of large bodily movements. Fine motor skills, which include drawing, writing, and tying shoelaces, involve the use of small bodily movements. Both gross and fine motor skills develop and are refined during early childhood; however, fine motor skills develop more slowly in preschoolers. If you compare the running abilities of a 2â€yearâ€old and a 6â€yearâ€old, for example, you may notice the limited running skills of the 2â€yearâ€old. But the differences are even more striking when comparing a 2â€yearâ€old and 6â€yearâ€old who are tying shoelaces. The 2â€yearâ€old has difficulty grasping the concept before ever attempting or completing the task."
Strong facts,"Motor skills refer to the physical abilities young children develop. Gross motor skills are large movements using the arms, legs and feet. Fine motor skills are smaller movements, such as those with the fingers and thumbs. "
Strong facts,Gross and fine motor skills develop together as many activities rely on their coordination. 
Strong facts,"While physical growth follows a defined pattern, it is influenced by genetics, weight at birth, nutrition, child-rearing, temperament, social class and ethnicity."
Strong facts,"children must do the following in order to develop new skills: Observe the behavior in others. Form a mental image of the behavior. Imitate the behavior. Practice the behavior. Be motivated to repeat the behavior. In other words, children must be ready, have adequate opportunities, and be interested in developing motor skills to become competent at those skills."
Strong facts,"Adverse fetal and early childhood experiences can lead to physical and chemical disruptions in the brain that can last a lifetime. The biological changes associated with these experiences can affect multiple organ systems and increase the risk not only for impairments in future learning capacity and behavior, but also for poor physical and mental health outcome"
Strong facts,Supplementation with vitamins can reduce risk of child mortality from all causes by 23 percent
Strong facts,Music Is Good For The Mind And Soul
Strong facts,"Children who enjoy playing a musical instrument or sing, greatly increase their math skills, attention span, and hand-eye coordination."
Strong facts,"Music naturally makes people happy but it also helps fuel healthy learning. Singing along, playing an instrument or just listening to music all help boost spatial orientation as well as mathematical thinking."
Strong facts,Music plays an important role in building babiesâ€™ emotional basis and helping them gain a sense of confidenceâ€
Strong facts,We know that music helps babies develop a variety of skills such as language and math. But it also helps build their confidence! 
Strong facts,When babies sing songs and dance to rhythms they are having fun and gaining a sense of themselves.
Strong facts,"Music and movement augment childrenâ€™s language capabilities during the preschool years. The younger the child, the more important music becomes. For example, when children learn nursery rhymes that are set to a steady beat; they learn to appreciate the pacing of words and how to speak more clearly."
Strong facts,"While playing classical music isnâ€™t likely to help their brain development, having children play or sing the music can increase visual, motor, attention, and mathematical skills."
Strong facts,"Music boosts learning. Singing, listening to, and playing music improves spatial orientation and mathematical thinking. Plus, rhyming builds language skills."
Strong facts,"Babies are born to boogie. Talk about tiny dancers! Studies have proven that babies are born with an innate sense of rhythm. While they may not be able to bust a move quite yet, research shows that babies have an instinctive ability to respond to the rhythm and tempo of music and may even find it more engaging than speech."
Strong facts,Psychological Facts of Children study says Getting in Music rhythms helps children grasp fractions.
Moderate facts,From around 20 weeks a baby can recognise different voices while in the womb. 
Moderate facts,Your baby could hear your voice and other sounds from about 23 weeks of pregnancy
Moderate facts,"After around 23 weeks, your baby begins to startle when she hears a loud noise. Her brain is developing normally and you donâ€™t need to worry when this happens"
Moderate facts,"The first week of birth is followed by the child experiencing loneliness, hunger, fatigue, and discomfort."
Moderate facts,"Babies will sleep, on average, 5400 hours in the first year."
Moderate facts,"Considering there are only 8760 hours in a year, this seems like A LOT! But remember, babies sleep only a few hours at a time, especially during the first three months. And this is only an estimate. Every baby is different and many donâ€™t get the memo that they need to sleep this much (and for 8 hours at a time)."
Moderate facts,Babies deprive their parents of approximately 44 days of sleep. And thatâ€™s only in the first year. Good thing they are so cute!
Moderate facts,"In the first few days after your baby's born, it's normal for her to lose between five per cent and 10 per cent of her body weight."
Moderate facts,Most babies get back to their birth weight by the time they're about two weeks old
Moderate facts,Toddlers can be a handful once they reach the age of two.
Moderate facts,"A fun fact to get a kick out of the next time you play hide and seek is that toddlers think that when they cover their eyes, others canâ€™t see just as they canâ€™t. This happens because their cognitive abilities are still quite limited, and the concept of logic doesnâ€™t come into play just yet. All that they know and understand about life at this point comes solely from their own perspective"
Moderate facts,"When you see your kid closing their eyes using hand just to get some chocolates or cookies, they think their parents too cannot see them when they close their eyes. This is because they are not grown enough to think logically and instead they think from their own perspective on life."
Moderate facts,"Babies see in two dimensions until 2â€“4 months old. After this, an infantâ€™s cerebral cortex matures enough to merge input from both eyes, which results in 3D vision."
Moderate facts,"Many babies also enjoy the sound of a washing machine or a vacuum cleaner, the thrum of a car engine as they sit in the back seat, or just some simple white noise. There are plenty of toys and apps that make these kinds of sounds, or just search for a free white noise video online"
Moderate facts,"A childâ€™s brain may be at itâ€™s full physical size by the time they reach kindergarten, but brain development doesnâ€™t slow down until their 20s."
Moderate facts,"A great deal of brain architecture is shaped during the first three years after birth, but the window of opportunity for its development does not close on a childâ€™s third birthday."
Moderate facts,a majority of the wiring in the brain is performed by the age of five.
Moderate facts,The brain makes the most connections among its cells before your child turns 10
Moderate facts,"by the age of five, a majority of the brain wiring is already performed by the brain."
Moderate facts,The brain is the fastest growing organ in a child during the first three years compared to any other parts of their body. 
Moderate facts,Toddlers Have Double the Neural Pathways Compared to Adults
Moderate facts,A 2 year old has twice as many neural pathways as an adult proved by research
Moderate facts,Majority of the energy of a child goes to brain with almost 60 percent of the metabolic energy directed towards the brain. This is compared to just 25% of the metabolic energy consumed from an adult for the brain
Moderate facts,Children Donâ€™t Remember Much Before Their 3rd Birthday
Moderate facts,Your child probably wonâ€™t remember anything before the age of 3
Moderate facts,"Do not expect your child to remember all those trips you made for making your child happy. This is because a kid before the age of 3 is likely not going to remember anything that has been done by parents to impress them. Even though such trips could result in a positive development for the child, still when it comes to memorizing, it is not going to happen."
Moderate facts,"Before their 3rd birthday, your child really wonâ€™t remember all that much. So, whether you decided to splurge on a vacation or throw a massive party for their birthday, make sure to keep the camcorder on hand so you can share those memories when theyâ€™re older and can look back on those precious moments."
Moderate facts,Children canâ€™t remember much before the age of 3 due to what psychologists call â€œinfantile amnesia.â€ 
Moderate facts,"Before the age of three, childrenâ€™s memory recorder isnâ€™t fully operational. So the memories probably didnâ€™t even make it in there. "
Moderate facts,Some scientists believe that infantsâ€™ rapid brain growth mirror the changes that have been shaped over eons of evolution.
Moderate facts,Children can begin to organize information in their memory starting at about age 7.
Moderate facts,Children can organize information in their memory starting at age 7
Moderate facts,"Your younger child will be able to remember things, but starting at age 6 she can use strategies for learning to memorize. At age 7, she can then use patterns and other tricks to help her even more. Then she can remember that information better, later, like on test day!"
Moderate facts,"nformation organising power. As soon as your child turns 7, remember to watch your words and information you reveal. Wondering why? Well, it has been proven that this is the age when a kid starts organising information in his/her mind. They start creating a pattern of remembering information and facts, which not only helps them in studies but in real life situation too."
Moderate facts,"Scientists believe that even before birth, boysâ€™ and girlsâ€™ brains develop differentlyâ€”though they are quick to note that thereâ€™s no such thing as a completely male or female brain. A personâ€™s brain is a mosaic of male and female."
Moderate facts,"About 90 percent of the general population is rightâ€handed, while the rest of the population is leftâ€handed and/or ambidextrous."
Moderate facts,Cognitive development is increased where a child is learning more than one language 
Moderate facts,This cognitive attention-boosting by language is found in babies as young as 3 months.
Moderate facts,"fifteen-month-old infants who had napped within hours of language exposure remembered the general grammatical pattern of the language 24 hours later. In contrast, infants who had not napped shortly after being familiarised with the language showed no evidence of remembering anything about the language."
Moderate facts,"Parents typically respond to 50%â€“60% of a babyâ€™s vocalization. However, language development could be sped up if parents responded to a babyâ€™s vocalization 80% of the time. Beyond that, learning declines."
Moderate facts,"A babyâ€™s language development can be accelerated if a parent makes an effort to respond to a babyâ€™s vocalization more than 80% of the time. Typically, parents respond to a baby 50% to 60% of the time."
Moderate facts,Getting your response rate to your babyâ€™s coos above 80% can accelerate their language development.
Moderate facts,Language development of a baby can be accelerated if a parent makes an effort to respond to a babyâ€™s vocalisation more than 80% of the time.
Moderate facts,You will be surprised to know that a baby's language development can be accelerated if a parent makes an effort to respond to a baby's vocalisation more than 80 per cent of the time. Now that calls for some job for parents during the initial years of development.
Moderate facts,Researchers note that babies may cry with the intonations of their mother tongue.
Moderate facts,"At about 18 months, a toddlerâ€™s spoken vocabulary explodes, adding new words at about one every two waking hours. By age 6, it understands about 13,000 words (compared to an adultâ€™s 60,000), though it usually doesnâ€™t speak that many."
Moderate facts,"By the age of 6, the average child has a vocabulary of about 13,000 words. An average adult has a vocabulary of about 60,000 words."
Moderate facts,"Working To Be A Wordsmith. By the age of 6, the average child has a vocabulary of about 13,000 words. An average adult has a vocabulary of about 60,000 words."
Moderate facts,"Sometimes screen-time is needed, so using a cartoon like Dora the Explorer, that exposes them to another language, is beneficial."
Moderate facts,"On average, children learn about ten or more words daily. "
Moderate facts,"At 1.5 years, your child is learning an average of 9 words a day!"
Moderate facts,"By the time your baby turns one, he probably understand about 70 words."
Moderate facts,"At one year, their vocabulary grows to a medium of 55 words but at two years, that vocabulary grows to roughly 225 words. "
Moderate facts,"Moreover, by six years, they will learn about 6000 words. "
Moderate facts,"Acquiring 10+ words daily, the median vocabulary is 55 words at 16 months, 225 words at 23 months and over 6000 words by age six."
Moderate facts,Little Kids Learn New Words At An Exponential Rate
Moderate facts,"Young children acquire 10+ words daily on average. Their median vocabulary is 55 words at 16 months and 225 words at 23 months. By the age of six, they learn around 6000 words. Moreover, the developmental range of a child can stretch from a vocabulary of 0 words to over 500 words at age two."
Moderate facts,The developmental range stretches from a vocabulary of 0 words to over 500 words at age two. 
Moderate facts,"â€œBy the time [a] baby turns one, he/she probably understands about 70 words.â€ (Letâ€™s make sure theyâ€™re the good ones!)"
Moderate facts,"Usually around their first birthday, babies are capable of comprehending up to 70 different words. So, keep on talking!"
Moderate facts,It is generally accepted that between 19-21 months a child should have a vocabulary of around 20 words. That doesnâ€™t mean 20 words in each language. Itâ€™s 20 words as a whole. 
Moderate facts,By age 1 your child may not be able to say very many words but they can understand an average of 70 words. 
Moderate facts,"Around the 18th month mark you will notice your childâ€™s working vocabulary suddenly explode. In fact, around this time the average toddler adds one new word to their vocab every two hours they are awake"
Moderate facts,an easy way to incorporate another language is through TV.
Moderate facts,Children will take their first steps between the ages of 10 months and 18 months.
Moderate facts,"Children will always master large movements before they master smaller, more precise movements. For example, they will master movements involving their shoulders before mastering the pincer grasp."
Moderate facts,"Children learn one thing at a time. For example, a very active child who can stand up independently and walks at a very young age may speak later than his peers. His focus simply is not on language development."
Moderate facts,An average baby will triple his birth weight in his first year
Moderate facts,"Just remember, in the middle of the night when you are feeding your baby whom you wish was fast asleep, he needs it! All that growing takes a lot of energy and a lot of nutrients. If we continued to grow at the rate we grew in the first year, we would be 315 pounds when we turned 20!!"
Moderate facts,The logic of triple the birth weight 
Moderate facts,"According to a study, kids are triple the birth weight during the 1st year of birth. All that growing takes a lot of energy and a lot of nutrients. Now wonder, if this applies to your life throughout, you would be 315 pounds when you turned 20!!"
Moderate facts,Psychological Facts of Children study says An average baby will triple his birth weight in his first year
Moderate facts,Flavor preferences learned in infancy can last for years 
Moderate facts,"Putting everything in their mouth is gross, but normal, toddler behavior. Toddlers explore the world through all of their senses, which means they will taste and touch things that most adults avoid."
Moderate facts,"Chess makes kids smart. It forces students to slow down, concentrate, use precise thinking, active both inductive and deductive reasoning, as well as recognizing difficult and complex patterns"
Moderate facts,More than 200 million children under 5 years are not fulfilling their developmental potential.
Moderate facts,"â€œResearchers have found strong evidence that very young children innately want to help, and if allowed to do so will continue helping, voluntarily, through the rest of childhood and into adulthood,â€ "
Moderate facts,Psychological Facts of Children study says Drama and comedy in the classroom encourage children to listen and participate
Moderate facts,"Before you offer your toddler a reward for their help, consider this: studies have shown that being rewarded for an act changes childrenâ€™s attitudes towards the act, and discourages them from wanting to do it again on their own. A simple â€œthank youâ€ or positive words of encouragement can be enough acknowledgement."
Moderate facts,SOCIAL EXPECTATION WITH EVERY STAGE OF DEVELOPMENT
Moderate facts,Every stage has a certain societal expectation. 
Moderate facts,The individual will be successful in fulfilling those expectations only if she/he is adhering to the rules and regulations of the family and society.
Moderate facts,A child learns to pump on a swing around 4â€“5 years old.
Moderate facts,A childâ€™s sense of privacy usually begins around 8â€“9 years old.
Moderate facts,Holding and stroking an infant helps release hormones that are important for its growth.
Moderate facts,Know How To Party
Moderate facts,"Babies and kids can laugh up to 300 times a day. Adults typically laugh at most, about 20 times a day. Time to get more in touch with that inner child, and really enjoy life like the little ones."
Moderate facts,A childâ€™s brain has its most dramatic growth period from birth until the age of 5.
Moderate facts,Time To Catch Up
Moderate facts,"Babies are actually born a little underdeveloped when delivered. This is because there is only so much room in a womanâ€™s womb. So, the first weeks of a newbornâ€™s life, are kind of considered a â€˜fourth trimester.â€™"
Moderate facts,Pass On The Paddle
Moderate facts,"Spanking and IQ have a deep connection, according to some experts. Children who are disciplined with corporal punishment, typically have more struggles with developing certain skills, and lower IQ points. There are also some health concerns and higher stress levels too. Maybe â€˜time outâ€™ isnâ€™t such a bad idea after all?"
Moderate facts,"Need A Conscience. The idea of right and wrong are two concepts that a child does not understand, when under the age of one. Punishing a young one who doesnâ€™t understand these concepts is pointless."
Moderate facts,"Preschool childrenâ€™s ability to resist temptation is a much better predictor of eventual academic success than their IQ scores. Additionally, children who are skilled at behavioral self-control show less anger, fear, and discomfort and higher empathy than their peers who are not"
Moderate facts,Around the time your child enters grade school they will start to develop a conscious in regards to how their actions impact others. As this occurs children are better able to understand the difference between right and wrong
Moderate facts,A child can feel bored when their parents react almost 100 percent of the time they ask for something. Similarly it is desirable to use new words while speaking with them which they have not heard before. This will initiate the learning process in your child
Moderate facts,Gardening improves childrenâ€™s desire to learn and boosts their confidence. Gardening helped use up surplus energy in active kids by teachers or parents
Moderate facts,"Kids are more highly strung today, with high school students showing the same level of anxiety as the average psychiatric patient in the 1950â€™s according to data survey."
Moderate facts,"Come Together.Children seem to develop best, when they have consistent contact with at least three, supportive and loving adult influences throughout their life. Positive family, friends, and community bonds are extremely important to a childâ€™s success."
Moderate facts,Studies show that children do best when they have at least three loving and supportive adult influences in their lives.
Moderate facts,"Babies who are handled more in the earliest months of their lives are generally happier, less fussy toddlers as they feel more confident that you are there for them"
Moderate facts,Colds and illnesses help build kidsâ€™ immune systems. 
Moderate facts,"Researchers suggest that the majority of parents fall within one of four different parenting styles: 1) authoritarian, 2) authoritative (which is more democratic than authoritarian, 3) permissive, and 4) uninvolved parenting. Of these four, authoritative parenting tends to result in children who are more happy, capable, and successful."
Moderate facts,"Loving, Authoritative Parents Win"
Moderate facts,"The latest research on parenting finds that the most effective parenting style is authoritative. An effective authoritative parent shows plenty of love and support but also sets limits, expectations, and follows through with fair consequences for poor behavior. Children raised under these conditions are more likely to become happy, confident and sufficient adults capable of succeeding out in the real world"
Moderate facts,Parents who are more sensitive to their infantsâ€™ needs and respond quickly to emotional cues tend to raise children who are better at regulating their own emotions.
Moderate facts,Permissive parenting tends to result in children who rank low in happiness and self-regulation. They are more likely to experience problems with authority and perform poorly in school.
Moderate facts,Toddlers Are Most Active At 2
Moderate facts,"Ever heard the expression â€œterrible twosâ€? It comes from two main things that kids do at this age. Firstly, they are most active now than they will ever be again. Secondly, itâ€™s also the age when they are in-between being dependent on parents and learning independence. So, they might be crying for your attention at one moment and running away from you the very next"
Moderate facts,"Somewhere between 2 and 3 years, they start preferring one hand over the other. "
Moderate facts,"Copying the babyâ€™s sounds and gestures starts a good communication game. It helps the caregiver to look closely at the child, be sensitive to the childâ€™s sounds and movements, and follow â€“ respond to â€“ the childâ€™s lead. Even before the child is able to speak, he delights in being able to communicate through his sounds and movements."
Moderate facts,Boys engage more in exploratory play while girls engage more in dramatic play.
Moderate facts,"Children who watch more than three hours of television, videos, or DVDs a day have a higher chance of conduct problems, emotional symptoms, and relationship problems by the time they are 7 than children who do not."
Moderate facts,"Children who watch more than three hours of television, videos, or DVDs a day have a higher chance of conduct problems, emotional symptoms, and relationship problems by the time they are 7 than children who do not."
Moderate facts,This is why passively observing â€˜educationalâ€™ DVDâ€™s such as Baby Einstein really doesnâ€™t do much for babies. In fact a 2007 study found that viewing baby DVDâ€™s for 1 hour every day actually decreased a babyâ€™s scores on a language development test. This report on a 2010 study could not find any evidence that baby DVD viewing improves overall language or that words featured in the programming are learned
Moderate facts,"Studies have shown that if a kid watches more than 3 hours of videos or TV programs a day, they may have a greater chance of emotional, relationship, and conduct problems when they reach 7 years of age."
Moderate facts,"Infant educational television does not promote intellectual development, because infants respond to things that respond to them. Even the most advanced DVD does not respond to the specific cues of an infant."
Moderate facts,Multiple studies have shown that infant TV watching is correlated with poor language development. 
Moderate facts,Two or more hours per day of screen time before the first birthday is associated with a six-fold increase in language delay.
Moderate facts,"Studies have shown that if a kid watches more than 3 hours of videos or TV programs a day, they may have a greater chance of emotional, relationship, and conduct problems when they reach 7 years of age."
Moderate facts,Babies need a â€˜social otherâ€™ â€“ they donâ€™t learn from watching screens
Weak facts,The first fiveâ€”and especially the first three yearsâ€”of a childâ€™s life are the most important
Weak facts,"In the first week of birth, learning toys nurture the babyâ€™s brain by keeping them engaged and igniting their mind."
Weak facts,"A baby is cute according to what scientists have labeled as a â€œbaby schema.â€ This schema is a set of features that include a rounded head, large eyes, protruding cheeks, a big forehead, round body, and soft surfaces."
Weak facts,"Scientists believe that humans are evolutionarily programmed to find babies cute to ensure that babies are cared for, even through restless nights and bouts of colic."
Weak facts,"Your toddlerâ€™s cute little nose, large beady eyes and even the chubby little limbs are smart design of evolution to incite strong feelings of love and protection. Did you know that right after birth, the babyâ€™s pupils dilate? Itâ€™s a sign that they find you beautiful and it helps parents fall in love with their baby immediately."
Weak facts,"Studies show that childâ€™s attractiveness increases with age from birth up to age of 9-11 months and then decreases again. children having large eyes, small mouths and noses and a large forehead are assessed as cute"
Weak facts,"Evolutionary biologists suggest that newborns are born with an annoying cry so that parents wonâ€™t get too emotionally attached while the baby still has a high chance of dying. Additionally, crying gets the attention a baby needs to survive."
Weak facts,Newborns are tear-free.
Weak facts,"They cry but they donâ€™t produce real tears until approximately the age of three weeks. But, thanks to an overload of emotions and an influx in hormonal balance, new mums tend to make up for their missing tears during those first few days. Call it sympathy tears. And blame the hormones."
Weak facts,Birthmarks are surprisingly common
Weak facts,About a third of babies are born with a birthmark of some kind. 
Weak facts,"The most common type is a stork mark also known as a salmon patch or angel kiss. This is a pale pink patch on your baby's face or neck, which may appear more red when she cries. Stork marks usually disappear within six months."
Weak facts,"Most birthmarks are harmless and will disappear on their own, though some can be a sign of a condition that needs treatment. If your baby has a birthmark, or any unexplained bumps or colouring on her skin, ask your GP to take a look."
Weak facts,"At birth, a babyâ€™s vision is very blurry.When your baby is born, her eyesight is somewhere around 20/2400. She can only see clearly about a foot away and itâ€™s very important for his visual development, but they need to be near her. "
Weak facts,"By the time she is 6 months, she should be able to see at 20/20."
Weak facts,"A babyâ€™s eyes are about 75% of adult size, but its vision is blurry at 20/400. "
Weak facts,"Newborn babies can only see clearly about 20cm to 30cm (8in to 12in) in front of their faces. Everything else is a blur of light, shape and movement. Fortunately, this is the perfect distance for your baby to gaze into your eyes as you feed her!"
Weak facts,"By the time your baby's one month or two months old, she'll be able to focus her eyes on a toy when you move it in front of her face. And by the end of the fourth trimester, she'll be able to see close-up colours and shapes much more clearly."
Weak facts,"Help your baby to explore her developing vision by showing her toys with bold patterns in bright, vivid colours."
Weak facts,Your baby after being born will be just having a blurred vision until your child reaches six months when his or her vision becomes a lot clearer. Therefore it is very important to get close to your kid to make them see you and also show them new things closely. This is because it helps them a lot in their visual development.
Weak facts,Infants first recognise the colour red.
Weak facts,"Some experts suggest newborns can only see black, white and grey while others suggest they can see different hues but they are incredible blurry. However, the first colour infants recognize is red. The last colours? Blue and purple."
Weak facts,"Welcome To The Other Dimension. Just after birth, your baby sees only in black and white, with shades of gray. As the months go by, your baby will slowly start to develop his color vision."
Weak facts,A babyâ€™s hearing is most easily damaged by noise exposure in the last trimester and the first six months of life.
Weak facts,The brain develops most rapidly before birth and during the first two years of life.
